dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2012-07-01,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149
2012-07-01,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93
2012-07-01,3,1,7,2,0,0,0,1,0.72,0.697,0.74,0.0896,21,69,90
2012-07-01,3,1,7,3,0,0,0,1,0.72,0.7121,0.84,0.1343,6,27,33
2012-07-01,3,1,7,4,0,0,0,1,0.7,0.6667,0.79,0.194,0,4,4
2012-07-01,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,10
2012-07-01,3,1,7,6,0,0,0,1,0.7,0.6667,0.79,0.0896,8,19,27
2012-07-01,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0.0,13,37,50
2012-07-01,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142
2012-07-01,3,1,7,9,0,0,0,1,0.82,0.7879,0.56,0.0,51,168,219
2012-07-01,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,0.2985,98,268,366
2012-07-01,3,1,7,11,0,0,0,1,0.88,0.803,0.39,0.2239,121,256,377
2012-07-01,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433
2012-07-01,3,1,7,13,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420
2012-07-01,3,1,7,14,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444
2012-07-01,3,1,7,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345
2012-07-01,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313
2012-07-01,3,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413
2012-07-01,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370
2012-07-01,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382
2012-07-01,3,1,7,20,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332
2012-07-01,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258
2012-07-01,3,1,7,22,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151
2012-07-01,3,1,7,23,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110
2012-07-02,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43
2012-07-02,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17
2012-07-02,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15
2012-07-02,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5
2012-07-02,3,1,7,4,0,1,1,2,0.72,0.6667,0.54,0.2985,2,10,12
2012-07-02,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0.0,3,37,40
2012-07-02,3,1,7,6,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136
2012-07-02,3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398
2012-07-02,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568
2012-07-02,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295
2012-07-02,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174
2012-07-02,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201
2012-07-02,3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257
2012-07-02,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236
2012-07-02,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230
