dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-05-01,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96
2011-05-01,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59
2011-05-01,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50
2011-05-01,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,8,15,23
2011-05-01,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17
2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10
2011-05-01,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13
2011-05-01,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33
2011-05-01,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59
2011-05-01,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141
2011-05-01,2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,109,155,264
2011-05-01,2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,109,141,250
2011-05-01,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281
2011-05-01,2,0,5,13,0,0,0,2,0.5,0.4848,0.63,0.1642,123,209,332
2011-05-01,2,0,5,14,0,0,0,2,0.5,0.4848,0.68,0.1045,85,153,238
2011-05-01,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,113,153,266
2011-05-01,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.194,75,139,214
2011-05-01,2,0,5,17,0,0,0,2,0.48,0.4697,0.82,0.2537,60,136,196
2011-05-01,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159
2011-05-01,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,47,131,178
2011-05-01,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,35,86,121
2011-05-01,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,23,82,105
2011-05-01,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0.0,32,68,100
2011-05-01,2,0,5,23,0,0,0,1,0.46,0.4545,0.77,0.194,64,82,146
2011-05-02,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,68,109,177
